config total_drives failed_disks affected_racks dl_prob nines sigma failed_iters total_iters adapt
(8+2)(8+2) 400 20 12 0.0004 3.398 0.217 4 10000.0 notadapt
(8+2)(8+2) 400 13 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 14 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 13 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 14 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 14 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 15 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 16 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 16 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 16 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 16 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 16 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 17 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 17 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 17 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 17 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 18 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 18 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 18 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 19 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 19 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 20 20 0.0 0 0 0 10000.0 notadapt
