model,failure_time,failure,app,r_5,n_5,r_183,n_183,r_184,n_184,r_187,n_187,r_195,n_195,r_197,n_197,r_199,n_199,r_program,n_program,r_erase,n_erase,n_blocks,n_wearout,r_241,n_241,r_242,n_242,r_9,n_9,r_12,n_12,r_174,n_174,n_175,disk_id,node_id,rack_id,machine_room_id,diff,burst_glob_id
A3,2018-08-11 03:03:58,1,RM,0.0,97.0,,,0.0,100.0,0.0,100.0,1245193151.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,42349.0,100.0,25.0,100.0,22.0,100.0,100.0,13122,72981,8498,220,13.0,5059
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11242.0,100.0,64.0,100.0,51.0,100.0,,61024,72983,3490,352,1825716.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11247.0,100.0,57.0,100.0,44.0,100.0,,61032,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11242.0,100.0,64.0,100.0,51.0,100.0,,61020,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11032.0,100.0,31.0,100.0,19.0,100.0,,61019,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11479.0,100.0,92.0,100.0,79.0,100.0,,61027,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11032.0,100.0,31.0,100.0,19.0,100.0,,61018,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,95.0,,,,,11479.0,100.0,84.0,100.0,79.0,100.0,,61021,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,11479.0,100.0,92.0,100.0,79.0,100.0,,61023,72983,3490,352,0.0,5062
C1,2019-09-14 09:07:10,1,WSM,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,100.0,96.0,,,,,11032.0,100.0,31.0,100.0,19.0,100.0,,61025,72983,3490,352,0.0,5062
C1,2019-09-14 09:08:08,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,,,,,1598.0,100.0,5.0,100.0,1.0,100.0,,61028,72983,3490,352,58.00000000000001,5062
A3,2018-08-11 03:15:09,1,none,0.0,98.0,,,0.0,100.0,0.0,100.0,1506861353.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,37140.0,100.0,35.0,100.0,33.0,100.0,100.0,13268,73628,27387,542,-1.0,5123
A3,2018-08-11 03:15:12,1,none,0.0,98.0,,,0.0,100.0,0.0,100.0,1405146623.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,37141.0,100.0,35.0,100.0,33.0,100.0,100.0,13269,73628,27387,542,3.0,5123
A3,2018-08-11 03:15:16,1,none,0.0,98.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,34375.0,100.0,,,,,100.0,13266,73628,27387,542,4.0,5123
A3,2018-08-11 03:15:18,1,none,2.0,98.0,,,0.0,100.0,0.0,100.0,907295203.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,130.0,1.0,,,,,37140.0,100.0,35.0,100.0,33.0,100.0,100.0,13270,73628,27387,542,2.0,5123
B3,2018-05-24 21:30:47,1,WSM,24.0,99.0,24.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,82880072476.0,99.0,59130807489.0,99.0,9788.0,98.0,19.0,99.0,,,,13663,74429,9433,261,-1.0,5194
B3,2018-05-24 21:30:52,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,83252360121.0,99.0,57420973143.0,99.0,9788.0,98.0,17.0,99.0,,,,13668,74429,9433,261,5.0,5194
A1,2018-09-21 08:34:44,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,95.0,1832468.0,100.0,455488.0,100.0,27182.0,100.0,29.0,100.0,27.0,100.0,100.0,88752,74558,15918,73,-1.0,5211
A1,2018-09-21 08:34:47,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,89.0,5421965.0,100.0,4244420.0,100.0,27202.0,100.0,29.0,100.0,27.0,100.0,100.0,88750,74558,15918,73,3.0,5211
A1,2018-09-21 08:34:47,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,87.0,6010471.0,100.0,4722458.0,100.0,27205.0,100.0,29.0,100.0,27.0,100.0,100.0,88751,74558,15918,73,0.0,5211
C1,2018-11-22 09:56:08,1,DAE,20.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12700.0,100.0,23.0,100.0,19.0,100.0,,62606,74979,6533,475,-1.0,5229
C1,2018-11-22 09:56:33,1,DAE,53.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12700.0,100.0,23.0,100.0,19.0,100.0,,62601,74979,6533,475,25.0,5229
B2,2018-10-22 10:24:01,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,195658767652.0,99.0,2359210822.0,99.0,18830.0,96.0,1508.0,98.0,,,,15671,75407,23762,176,-1.0,5256
A4,2018-10-22 10:43:35,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,151540.0,100.0,9838.0,100.0,18824.0,100.0,1646.0,100.0,1644.0,100.0,100.0,12502,75407,23762,176,1174.0,5256
A4,2018-11-04 20:10:31,1,none,0.0,100.0,235.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,21050.0,100.0,14479.0,100.0,127.0,100.0,31.0,100.0,30.0,100.0,100.0,12501,75407,23762,176,1157216.0,5257
B2,2018-11-04 20:10:36,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,699586686.0,99.0,54727.0,99.0,62.0,99.0,4.0,99.0,,,,15670,75407,23762,176,5.0,5257
C1,2019-05-27 15:10:01,1,NAS,48.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,13.0,100.0,9.0,100.0,,62995,75491,9088,284,-1.0,5259
C1,2019-05-27 15:10:44,1,NAS,49.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11563.0,100.0,13.0,100.0,9.0,100.0,,62998,75491,9088,284,43.0,5259
C1,2019-05-27 15:10:49,1,NAS,17.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,13.0,100.0,9.0,100.0,,62994,75491,9088,284,5.0,5259
C1,2019-05-27 15:12:18,1,NAS,24.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11563.0,100.0,13.0,100.0,9.0,100.0,,62990,75491,9088,284,89.0,5259
C1,2019-05-27 15:12:59,1,NAS,7.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,13.0,100.0,9.0,100.0,,62997,75491,9088,284,41.0,5259
C1,2019-05-27 15:13:28,1,NAS,96.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11563.0,100.0,13.0,100.0,9.0,100.0,,62988,75491,9088,284,29.000000000000004,5259
C1,2018-04-30 03:31:14,1,none,47.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,9695.0,100.0,27.0,100.0,22.0,100.0,,63022,75523,27479,327,-1.0,5262
C1,2018-04-30 03:31:15,1,none,61.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,9695.0,100.0,27.0,100.0,22.0,100.0,,63011,75523,27479,327,1.0,5262
C1,2018-04-30 03:31:16,1,none,45.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,9695.0,100.0,27.0,100.0,22.0,100.0,,63017,75523,27479,327,1.0,5262
C1,2018-04-30 03:31:17,1,none,19.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,9695.0,100.0,27.0,100.0,22.0,100.0,,63013,75523,27479,327,1.0,5262
A5,2019-11-30 17:22:04,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,31.0,32797996.0,100.0,26706212.0,100.0,28686.0,100.0,30.0,100.0,28.0,100.0,100.0,10005,75526,10580,560,-1.0,5263
A5,2019-11-30 17:22:04,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,27.0,34474031.0,100.0,27095553.0,100.0,28686.0,100.0,30.0,100.0,28.0,100.0,100.0,10007,75526,10580,560,0.0,5263
A5,2019-11-30 17:22:11,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,46.0,18193821.0,100.0,3091757.0,100.0,28686.0,100.0,30.0,100.0,28.0,100.0,100.0,10006,75526,10580,560,7.0,5263
C1,2019-12-03 10:25:49,1,none,22.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63101,75622,8544,259,-1.0,5271
C1,2019-12-03 10:25:56,1,none,10.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63111,75622,8544,259,7.0,5271
C1,2019-12-03 10:26:02,1,none,19.0,100.0,0.0,100.0,0.0,100.0,10.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63104,75622,8544,259,6.0,5271
C1,2019-12-03 10:26:28,1,none,73.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,100.0,89.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63105,75622,8544,259,26.0,5271
C1,2019-12-03 10:26:44,1,none,67.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63109,75622,8544,259,16.0,5271
C1,2019-12-03 10:26:48,1,none,59.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63106,75622,8544,259,4.0,5271
C1,2019-12-03 10:27:30,1,none,28.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,89.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63110,75622,8544,259,42.0,5271
C1,2019-12-03 10:27:41,1,none,15.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,100.0,89.0,,,,,22520.0,100.0,17.0,100.0,13.0,100.0,,63103,75622,8544,259,11.0,5271
A4,2019-04-18 01:28:30,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,98.0,583125.0,100.0,31214.0,100.0,22411.0,100.0,28.0,100.0,19.0,100.0,100.0,12877,77619,12984,501,-1.0,5406
B2,2019-04-18 01:39:15,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,95.0,2675625506382.0,99.0,69552904420.0,99.0,22428.0,95.0,44.0,99.0,,,,16037,77619,12984,501,645.0,5406
B3,2018-05-24 21:22:01,1,WSM,6.0,99.0,6.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,69753887236.0,99.0,67973986201.0,99.0,9770.0,98.0,16.0,99.0,,,,14247,77880,1822,261,-1.0,5428
B3,2018-05-24 21:23:41,1,WSM,42.0,99.0,42.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,83317425647.0,99.0,79199256522.0,99.0,9770.0,98.0,16.0,99.0,,,,14257,77880,1822,261,100.0,5428
B3,2018-05-24 21:23:45,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,120805552166.0,99.0,81178043653.0,99.0,9770.0,98.0,16.0,99.0,,,,14252,77880,1822,261,4.0,5428
B3,2018-05-24 21:23:47,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,70205607233.0,99.0,96255173440.0,99.0,9770.0,98.0,16.0,99.0,,,,14258,77880,1822,261,2.0,5428
B3,2018-05-24 21:23:52,1,WSM,6.0,99.0,6.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,70160103932.0,99.0,73557143954.0,99.0,9770.0,98.0,16.0,99.0,,,,14246,77880,1822,261,5.0,5428
B3,2018-05-24 21:23:53,1,WSM,8.0,99.0,8.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,69593687762.0,99.0,73067202748.0,99.0,9770.0,98.0,16.0,99.0,,,,14256,77880,1822,261,1.0,5428
B3,2018-05-24 21:23:54,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,69758649484.0,99.0,81369462208.0,99.0,9770.0,98.0,16.0,99.0,,,,14245,77880,1822,261,1.0,5428
C1,2019-08-21 09:18:56,1,none,37.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65297,78126,2530,344,-1.0,5443
C1,2019-08-21 09:18:57,1,none,9071.0,28.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,33.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65288,78126,2530,344,1.0,5443
C1,2019-08-21 09:19:28,1,none,2279.0,82.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,83.0,100.0,,,,,20172.0,100.0,16.0,100.0,12.0,100.0,,65289,78126,2530,344,31.000000000000004,5443
C1,2019-08-21 09:19:35,1,none,2598.0,80.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,81.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65291,78126,2530,344,7.0,5443
C1,2019-08-21 09:20:17,1,none,103.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65296,78126,2530,344,42.0,5443
C1,2019-08-21 09:20:17,1,none,26.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65298,78126,2530,344,0.0,5443
C1,2019-08-21 09:21:19,1,none,35.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,16.0,100.0,12.0,100.0,,65287,78126,2530,344,62.00000000000001,5443
C1,2019-08-21 09:21:31,1,none,47.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,16.0,100.0,12.0,100.0,,65290,78126,2530,344,12.0,5443
C1,2019-08-21 09:22:12,1,none,2749.0,78.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,80.0,100.0,,,,,20172.0,100.0,16.0,100.0,12.0,100.0,,65295,78126,2530,344,41.0,5443
C1,2019-08-21 09:22:13,1,none,57.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65293,78126,2530,344,1.0,5443
C1,2019-08-21 09:22:35,1,none,187.0,99.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65294,78126,2530,344,22.0,5443
C1,2019-08-21 09:23:20,1,none,4574.0,64.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,66.0,100.0,,,,,20172.0,100.0,18.0,100.0,14.0,100.0,,65292,78126,2530,344,45.0,5443
A3,2018-08-11 03:00:20,1,RM,0.0,98.0,,,0.0,100.0,0.0,100.0,1241479383.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,36925.0,100.0,47.0,100.0,45.0,100.0,100.0,14355,79426,6977,408,5268616.0,5523
A3,2018-08-11 03:00:26,1,RM,0.0,97.0,,,,,,,,,,,,,,,,,130.0,83.0,,,,,4653.0,100.0,,,,,100.0,14350,79426,6977,408,6.0,5523
A1,2019-09-04 10:04:24,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,93.0,2134659.0,100.0,566892.0,100.0,36723.0,100.0,26.0,100.0,24.0,100.0,100.0,94813,79918,18811,522,-1.0,5552
A1,2019-09-04 10:04:24,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,87.0,6093356.0,100.0,3604402.0,100.0,36750.0,100.0,26.0,100.0,24.0,100.0,100.0,94812,79918,18811,522,0.0,5552
A1,2019-09-04 10:04:24,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,87.0,6291438.0,100.0,3807313.0,100.0,36749.0,100.0,26.0,100.0,24.0,100.0,100.0,94814,79918,18811,522,0.0,5552
C1,2019-05-27 15:10:02,1,NAS,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,10521.0,100.0,11.0,100.0,8.0,100.0,,66951,80290,2011,458,-1.0,5566
C1,2019-05-27 15:10:30,1,NAS,7.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,10521.0,100.0,11.0,100.0,8.0,100.0,,66959,80290,2011,458,28.0,5566
C1,2019-05-27 15:11:49,1,NAS,6.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,10521.0,100.0,11.0,100.0,8.0,100.0,,66950,80290,2011,458,79.0,5566
C1,2019-05-27 15:14:53,1,NAS,5.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,10521.0,100.0,11.0,100.0,8.0,100.0,,66949,80290,2011,458,184.0,5566
A4,2019-01-03 21:22:29,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,298836.0,100.0,10191.0,100.0,20274.0,100.0,36.0,100.0,34.0,100.0,100.0,13359,80370,16272,24,-1.0,5574
B2,2019-01-03 21:22:43,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,98.0,563689218094.0,99.0,7517649508.0,99.0,20276.0,95.0,37.0,99.0,,,,16738,80370,16272,24,14.0,5574
C1,2018-07-31 11:14:42,1,DAE,250.0,99.0,0.0,100.0,0.0,100.0,87.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,100.0,,,,,9963.0,100.0,25.0,100.0,23.0,100.0,,67283,80564,10930,475,9205062.0,5588
C1,2018-07-31 11:15:57,1,DAE,43.0,100.0,0.0,100.0,0.0,100.0,18.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,9963.0,100.0,25.0,100.0,23.0,100.0,,67281,80564,10930,475,75.0,5588
B3,2018-05-24 21:25:24,1,WSM,20.0,99.0,20.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,13.0,99.0,0.0,100.0,0.0,100.0,99.0,99.0,84144227687.0,99.0,60087502457.0,99.0,9815.0,98.0,18.0,99.0,,,,14729,80638,1822,261,-1.0,5593
B3,2018-05-24 21:25:29,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,4.0,99.0,0.0,100.0,0.0,100.0,99.0,99.0,84530828395.0,99.0,60428467113.0,99.0,9815.0,98.0,18.0,99.0,,,,14739,80638,1822,261,5.0,5593
A5,2019-08-13 14:52:19,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,44.0,26824094.0,100.0,17742997.0,100.0,24672.0,100.0,22.0,100.0,20.0,100.0,100.0,10643,80751,15601,282,-1.0,5606
A5,2019-08-13 14:52:19,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,45.0,26002943.0,100.0,17682471.0,100.0,24673.0,100.0,22.0,100.0,20.0,100.0,100.0,10642,80751,15601,282,0.0,5606
A5,2019-08-13 14:52:21,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,82.0,5368223.0,100.0,908120.0,100.0,24672.0,100.0,22.0,100.0,20.0,100.0,100.0,10644,80751,15601,282,2.0,5606
A3,2018-12-29 03:08:06,1,RM,0.0,92.0,,,0.0,100.0,0.0,100.0,2364819050.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,45888.0,100.0,42.0,100.0,39.0,100.0,100.0,14767,81330,21115,669,-1.0,5642
A3,2018-12-29 03:08:17,1,RM,0.0,95.0,,,0.0,100.0,0.0,100.0,850533363.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,45887.0,100.0,43.0,100.0,40.0,100.0,100.0,14765,81330,21115,669,11.0,5642
C1,2018-08-31 09:53:47,1,SS,29.0,100.0,0.0,100.0,0.0,100.0,1006.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12345.0,100.0,23.0,100.0,18.0,100.0,,67878,81375,7970,315,-1.0,5645
C1,2018-08-31 09:55:38,1,SS,31.0,100.0,0.0,100.0,0.0,100.0,5742.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,95.0,,,,,12345.0,100.0,23.0,100.0,18.0,100.0,,67877,81375,7970,315,111.0,5645
